image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930000308033507328_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930000308033507328_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\hurricane_maria\3_10_2017\915046880039636992_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,915046880039636992_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910190751723741184_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910190751723741184_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909447735626969088_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909447735626969088_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\11_11_2017\929296231490359296_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,929296231490359296_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909854704292769797_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909854704292769797_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913373462449795079_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913373462449795079_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909381563774771200_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909381563774771200_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916037888357302272_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916037888357302272_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905730116902408194_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905730116902408194_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912263493520412672_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912263493520412672_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909975880570687489_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909975880570687489_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916110012619132928_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916110012619132928_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913029119008313344_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913029119008313344_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909392475332268033_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909392475332268033_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909492402603339776_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909492402603339776_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905706876624560129_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905706876624560129_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911983010576306178_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911983010576306178_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911927889100263424_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911927889100263424_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912341945430798336_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912341945430798336_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909919801195233281_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909919801195233281_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910077662659514368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910077662659514368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923562484870582272_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923562484870582272_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910203597765345281_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910203597765345281_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911650692368158721_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911650692368158721_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_10_2017\923759556278308864_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923759556278308864_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909383732775153664_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909383732775153664_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910198229366640640_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910198229366640640_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910232170962182144_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910232170962182144_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\914086081666019328_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914086081666019328_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909770764072742914_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909770764072742914_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909879985434877952_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909879985434877952_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909872721328328704_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909872721328328704_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913801733054267393_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913801733054267393_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909836796695072769_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909836796695072769_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_11_2017\927583891677949953_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927583891677949953_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905681247854366720_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905681247854366720_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910160153055498241_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910160153055498241_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905630847893692416_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905630847893692416_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\22_10_2017\921905514258358274_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921905514258358274_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910149358187716608_3.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910149358187716608_3,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\10_9_2017\906927877987426309_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906927877987426309_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909900167888953345_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909900167888953345_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909942148665040897_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909942148665040897_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921522943422640128_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921522943422640128_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\912968163553366016_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912968163553366016_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909814257730035715_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909814257730035715_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909733934316920832_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909733934316920832_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910223196175118336_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910223196175118336_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_11_2017\927349857202958338_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927349857202958338_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913849083265241100_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913849083265241100_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909943406406848512_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909943406406848512_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912351265245552640_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912351265245552640_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\2_10_2017\914701520066813952_3.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914701520066813952_3,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910191268461989888_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910191268461989888_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922640068002701312_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922640068002701312_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910176317815103488_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910176317815103488_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_9_2017\910702638605496321_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910702638605496321_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916309883796033536_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916309883796033536_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916011293601091584_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916011293601091584_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913428258926063616_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913428258926063616_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910241416160403458_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910241416160403458_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912309782295531525_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912309782295531525_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\10_9_2017\906927966692806656_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906927966692806656_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909915987360727041_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909915987360727041_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\913968824969420802_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913968824969420802_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909400812350263296_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909400812350263296_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916181007052738560_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916181007052738560_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911693378437500928_3.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911693378437500928_3,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909415467655335936_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909415467655335936_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905706039462551552_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905706039462551552_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905707551463002113_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905707551463002113_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911733839680110594_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911733839680110594_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905642003777544192_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905642003777544192_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910251824686526464_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910251824686526464_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909850527550394368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909850527550394368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\3_10_2017\915300171872919552_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,915300171872919552_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928582959812132864_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928582959812132864_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\5_9_2017\904985077779714049_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,904985077779714049_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909739559491194880_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909739559491194880_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910557604040110087_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910557604040110087_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913381433552535552_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913381433552535552_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_10_2017\921696081619988480_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921696081619988480_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909393270760816645_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909393270760816645_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912340935681478656_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912340935681478656_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913229700771844096_3.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913229700771844096_3,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909387482181054465_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909387482181054465_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910135985123545093_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910135985123545093_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\11_11_2017\929204183965818880_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,929204183965818880_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916148830202146817_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916148830202146817_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922623779355987968_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922623779355987968_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909386147767504897_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909386147767504897_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\10_9_2017\906788072016228353_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906788072016228353_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905705477291610112_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905705477291610112_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905642190046711808_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905642190046711808_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905647524240801792_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905647524240801792_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909800719313625094_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909800719313625094_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910104738485567489_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910104738485567489_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928729228807467009_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928729228807467009_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910525865892728832_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910525865892728832_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910117010511712257_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910117010511712257_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\913935418235641856_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913935418235641856_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911613121655197696_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911613121655197696_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909894230461558788_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909894230461558788_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923578730114514945_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923578730114514945_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909421681550282753_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909421681550282753_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_10_2017\923038602132631552_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923038602132631552_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909839409222230017_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909839409222230017_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909840252239409152_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909840252239409152_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916069608796368897_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916069608796368897_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909924036779630592_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909924036779630592_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909892601083506688_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909892601083506688_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910227063168172034_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910227063168172034_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910172986627575808_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910172986627575808_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913003839644667905_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913003839644667905_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923633471452581896_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923633471452581896_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905719175271915520_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905719175271915520_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910094260040601600_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910094260040601600_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909418462946217984_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909418462946217984_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923579145673519105_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923579145673519105_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909892843539275777_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909892843539275777_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905766175048695810_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905766175048695810_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910213856986828801_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910213856986828801_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910612703353425920_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910612703353425920_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
