image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911634888998055936_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911634888998055936_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919566772528865281_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919566772528865281_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919648994661486593_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919648994661486593_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919578801432072193_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919578801432072193_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920009093376491521_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920009093376491521_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918236509689479168_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918236509689479168_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919729752835022848_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919729752835022848_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919654945791598593_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919654945791598593_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\25_10_2017\922976530233356288_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922976530233356288_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920300958143385600_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920300958143385600_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920034150735798272_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920034150735798272_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920008721811435524_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920008721811435524_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\21_10_2017\921591966806114304_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921591966806114304_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\920824862528061440_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920824862528061440_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\26_10_2017\923640485742366721_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,923640485742366721_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918235098591514626_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918235098591514626_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\25_10_2017\923154745887354880_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,923154745887354880_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\920804730351128576_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920804730351128576_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920380682290937856_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920380682290937856_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922734446276640768_1.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,922734446276640768_1,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917839142880468994_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917839142880468994_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\23_10_2017\922425403746242561_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,922425403746242561_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919575920775696384_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919575920775696384_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919710733058715649_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919710733058715649_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920020172823515137_0.jpg,wildfire,Low,Monitor hotspots and restrict access,train,920020172823515137_0,,Type: wildfire | Danger: Low | Action: Monitor hotspots and restrict access.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920550861343948800_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920550861343948800_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918109505690456064_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918109505690456064_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920658042483544065_0.png,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920658042483544065_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919587932901642242_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919587932901642242_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917828415373189120_0.jpg,wildfire,Low,Monitor hotspots and restrict access,train,917828415373189120_0,,Type: wildfire | Danger: Low | Action: Monitor hotspots and restrict access.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920411239574130688_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920411239574130688_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\920066633862750208_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920066633862750208_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\21_10_2017\921692663195111424_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,921692663195111424_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918077527226118144_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918077527226118144_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922852900837253120_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922852900837253120_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920702816733278213_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920702816733278213_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919603064587223041_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919603064587223041_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920312399839756288_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920312399839756288_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922889441017987072_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,922889441017987072_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920077621903237120_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920077621903237120_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\20_10_2017\921438146880978944_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921438146880978944_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\920989205970522112_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920989205970522112_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920523825506324480_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920523825506324480_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919629027379265537_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919629027379265537_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917935359039868928_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917935359039868928_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\21_10_2017\921877823442378755_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921877823442378755_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917863283419357185_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917863283419357185_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920370074812321794_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920370074812321794_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919654312913104896_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919654312913104896_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917933078969966592_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917933078969966592_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919928977673695232_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919928977673695232_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918075669048938496_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918075669048938496_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918062929634770944_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918062929634770944_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920097325996847106_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920097325996847106_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\23_10_2017\922547024725184512_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922547024725184512_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\921095476455321600_1.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921095476455321600_1,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918352577871331328_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918352577871331328_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917868035423080449_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917868035423080449_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918115475804090368_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918115475804090368_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922785728928665600_2.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,922785728928665600_2,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920104483400617985_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920104483400617985_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922664719105720321_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922664719105720321_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\20_10_2017\921485785517494272_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,921485785517494272_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917868703705735168_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917868703705735168_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\26_10_2017\923342705303924736_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,923342705303924736_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922734446276640768_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922734446276640768_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918001984153833472_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918001984153833472_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919652631168958464_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919652631168958464_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918315399397216256_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918315399397216256_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919676904445112320_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919676904445112320_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919804068155060225_0.jpg,wildfire,Low,Monitor hotspots and restrict access,train,919804068155060225_0,,Type: wildfire | Danger: Low | Action: Monitor hotspots and restrict access.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920083723009146880_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920083723009146880_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\21_10_2017\921630495221473281_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921630495221473281_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920249445979181056_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920249445979181056_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\22_10_2017\922144749632479232_3.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922144749632479232_3,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920352983887564800_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920352983887564800_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920131252602142720_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920131252602142720_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920363267981303809_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920363267981303809_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\18_10_2017\920584174133760000_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920584174133760000_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\921085216151699457_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921085216151699457_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919631918077005826_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919631918077005826_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922785728928665600_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922785728928665600_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920267141408083968_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920267141408083968_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\20_10_2017\921483682757664775_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,921483682757664775_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919649109782421504_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919649109782421504_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919948313645891585_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919948313645891585_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920301455805943815_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920301455805943815_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918314901172576256_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918314901172576256_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\920831780629782528_3.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920831780629782528_3,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920414758385328128_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920414758385328128_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\23_10_2017\922329483654389760_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,922329483654389760_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919587173061443587_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919587173061443587_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917816344061542401_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917816344061542401_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917806204012978176_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917806204012978176_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\918046279120408576_1.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918046279120408576_1,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920079241277980672_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920079241277980672_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918273788143321088_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918273788143321088_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\25_10_2017\923151215231426560_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,923151215231426560_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919907904634916864_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919907904634916864_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\921118973743325184_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921118973743325184_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920224382672343041_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920224382672343041_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\21_10_2017\921701544508006401_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921701544508006401_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919735783069642752_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919735783069642752_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917791291823591425_1.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917791291823591425_1,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917850510400589824_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917850510400589824_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917963263396270080_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917963263396270080_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\26_10_2017\923641271712874497_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,923641271712874497_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920297355689254912_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,920297355689254912_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\21_10_2017\921590640529543168_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921590640529543168_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919585500914208768_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,919585500914208768_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\16_10_2017\919949856004767745_0.jpg,wildfire,Low,Monitor hotspots and restrict access,train,919949856004767745_0,,Type: wildfire | Danger: Low | Action: Monitor hotspots and restrict access.
D:\code\final_asmt\data_image\california_wildfires\15_10_2017\919702207351500800_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,919702207351500800_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918277978328567809_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,918277978328567809_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\11_10_2017\917925667051790336_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,917925667051790336_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\12_10_2017\918313136654049281_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,918313136654049281_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\23_10_2017\922260115079692288_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,922260115079692288_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\24_10_2017\922830395548172288_0.jpg,wildfire,High,Immediate evacuation and aerial firefighting support,train,922830395548172288_0,,Type: wildfire | Danger: High | Action: Immediate evacuation and aerial firefighting support.
D:\code\final_asmt\data_image\california_wildfires\10_10_2017\917844223021293569_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,917844223021293569_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\17_10_2017\920424292227141633_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,920424292227141633_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
D:\code\final_asmt\data_image\california_wildfires\19_10_2017\921114535511117829_0.jpg,wildfire,Medium,Establish firebreaks and prepare evacuation,train,921114535511117829_0,,Type: wildfire | Danger: Medium | Action: Establish firebreaks and prepare evacuation.
